GiftId,TripId
23838,17
59482,17
1982,17
3204,17
1936,17
84800,17
70496,17
32948,17
55636,17
49672,17
43249,17
43291,17
14267,17
23781,17
11097,17
6148,17
22449,17
10211,17
24689,17
49531,17
12604,17
29791,17
11772,17
26198,17
6540,17
48282,17
40944,17
78142,17
68548,17
56703,17
92666,17
43256,17
99831,17
64856,17
81670,17
46874,17
66047,17
77672,17
74916,17
92988,17
41662,17
79769,17
46544,17
33694,17
92474,17
18416,17
69967,17
37840,17
71896,17
28828,17
58600,17
7021,17
69089,17
7126,17
88128,17
8857,17
78439,17
15229,17
8794,17
29963,17
64347,17
39162,18
32122,18
26869,18
20898,18
20334,18
23380,18
73484,18
70635,18
18067,18
96704,18
347,18
34218,18
33658,18
68902,18
65750,18
17134,18
30984,18
89203,18
72935,18
75349,18
87479,18
70734,18
88058,18
12278,18
7937,18
644,18
9031,18
79654,18
54403,18
23909,18
8786,18
19334,18
69116,18
9017,18
58547,18
43811,18
25691,18
24780,18
72545,18
60767,18
88135,18
17724,18
34842,18
20700,18
3689,18
11983,18
43081,18
25028,18
61647,18
21824,18
30191,18
92861,18
75714,18
61197,18
55246,18
43631,18
83117,18
97032,18
46303,18
51549,19
15636,19
89443,19
12008,19
25928,19
92694,19
22264,19
73605,19
47134,19
57429,19
17433,19
39798,19
5490,19
96287,19
5119,19
43129,19
12829,19
59038,19
62256,19
6519,19
92152,19
65777,19
27783,19
46038,19
8762,19
58421,19
74990,19
46590,19
17063,19
55888,19
89800,19
90304,19
3582,19
26063,19
7605,19
46034,19
67363,19
36767,19
28431,19
87777,19
22775,19
87191,19
27328,19
68667,19
30904,19
45641,19
31871,19
23336,19
22020,19
20931,19
50695,19
23371,19
31808,19
73859,19
15443,19
96376,20
38352,20
4834,20
7080,20
31368,20
43717,20
65932,20
57672,20
90599,20
53929,20
77091,20
99707,20
37729,20
59693,20
10547,20
14787,20
30684,20
3225,20
47628,20
86688,20
73257,20
92497,20
58362,20
17111,20
22935,20
40722,20
51596,20
13286,20
22486,20
5208,20
81683,20
69331,20
15339,20
92826,20
63479,20
96856,20
24914,20
60219,20
84844,20
24631,20
89970,20
95241,20
83146,20
43216,20
81845,20
90075,20
93815,20
44436,20
93782,20
61468,20
62257,20
26393,20
63819,20
13343,20
81818,20
78126,20
9725,20
45703,20
18408,20
38366,20
18071,20
85922,20
46245,20
33649,20
90051,20
97068,20
22348,20
13751,20
27834,20
3595,20
68007,20
64047,21
20589,21
81622,21
8127,21
53547,21
13708,21
26539,21
64768,21
76660,21
75764,21
69738,21
80675,21
19544,21
98183,21
87765,21
89905,21
6368,21
31518,21
100,21
21272,21
5898,21
73420,21
69422,21
12909,21
17791,21
91292,21
16124,21
3174,21
50361,21
58804,21
38317,21
23520,21
70667,21
72466,21
34372,21
10095,21
98005,21
74778,21
81412,21
95244,21
65078,21
97304,21
71973,21
21475,21
90909,21
52325,21
14968,21
57898,21
57803,21
14992,21
15335,21
95302,21
50150,21
54992,21
30231,21
25033,21
7854,21
93645,21
20870,21
44908,21
9192,21
16617,21
75877,21
15683,21
13175,21
46740,21
87027,21
52812,21
53598,21
85582,21
75330,21
61158,21
82915,22
2563,22
83517,22
82114,22
61880,22
2337,22
25506,22
56205,22
51541,22
43466,22
898,22
17983,22
20024,22
69115,22
61414,22
71686,22
93328,22
45159,22
42138,22
75742,22
42090,22
26161,22
70719,22
11192,22
15043,22
92855,22
18076,22
20613,22
24708,22
80838,22
84124,22
97168,22
59281,22
95252,22
80021,22
7852,22
78336,22
66222,22
80553,22
35174,22
45996,22
18587,22
76471,22
1457,22
26977,22
84464,22
13442,22
4061,22
55294,22
76527,22
9132,22
69402,22
56978,22
92067,22
96538,22
75229,22
307,22
22726,22
78350,22
20453,22
35210,22
7025,22
56644,23
715,23
84234,23
18795,23
32052,23
755,23
67589,23
81289,23
73626,23
68757,23
70464,23
80125,23
68494,23
36980,23
74816,23
81516,23
20658,23
12308,23
2453,23
71363,23
91530,23
51850,23
88895,23
57549,23
69658,23
88524,23
33953,23
20443,23
45458,23
67815,23
99522,23
51694,23
79156,23
77371,23
64772,23
29102,23
32793,23
32645,23
20384,23
19382,23
63874,23
46135,23
11182,23
51539,23
35124,23
87862,23
27010,23
24241,23
77374,23
42222,23
89038,23
5271,23
65582,23
37621,23
49865,23
98522,23
70955,24
9855,24
99457,24
53921,24
4042,24
96314,24
15360,24
38415,24
12796,24
2352,24
52760,24
68266,24
80977,24
54134,24
4129,24
34746,24
70310,24
98723,24
19631,24
80252,24
22865,24
3143,24
74783,24
8587,24
89214,24
1255,24
57837,24
74412,24
19679,24
4792,24
1171,24
86968,24
36345,24
25792,24
71946,24
125,24
57646,24
18512,24
28499,24
45872,24
66333,24
75363,24
10506,24
9562,24
39534,24
88419,24
14468,24
78295,24
62472,24
54314,24
90324,24
84000,24
18504,24
31143,24
50950,24
39165,24
19717,24
39513,24
86928,24
89757,24
81743,24
93624,24
63334,24
42045,24
22355,24
59467,24
18629,24
91659,24
30015,24
54189,24
75334,24
75035,24
35906,25
49228,25
65738,25
54931,25
49733,25
43221,25
77705,25
90645,25
39343,25
30988,25
37193,25
53289,25
52977,25
30971,25
23267,25
50012,25
71934,25
90711,25
27749,25
60355,25
65366,25
28586,25
74224,25
99893,25
9267,25
86333,25
37248,25
42161,25
9401,25
11338,25
70227,25
53749,25
56045,25
40049,25
75802,25
502,25
73814,25
10024,25
31158,25
39530,25
3837,25
23652,25
32345,25
82746,25
59211,25
37588,25
68218,25
34278,25
785,25
41772,25
91662,25
55485,25
44537,25
1911,25
34122,25
3501,25
24549,25
19106,25
71791,25
45126,25
71622,25
69337,26
64271,26
69686,26
45044,26
11299,26
1552,26
70981,26
34462,26
50934,26
77780,26
8323,26
23011,26
87633,26
78465,26
55441,26
26846,26
80065,26
72520,26
72349,26
34719,26
13821,26
4535,26
87397,26
20018,26
33825,26
41585,26
51326,26
58582,26
42524,26
43918,26
22742,26
83363,26
28855,26
78521,26
54928,26
64329,26
49868,26
34734,26
77842,26
49844,26
28076,26
90653,26
33260,26
82730,26
1019,26
54050,26
12768,26
21963,26
66340,26
15958,26
77390,26
30864,26
17736,26
56118,26
67784,26
57421,26
15865,26
74664,26
34321,26
63505,26
7838,26
54481,26
31317,26
43720,26
11638,26
75342,26
51900,26
90111,26
54445,27
73187,27
51617,27
10838,27
47721,27
42590,27
7091,27
10536,27
76692,27
38146,27
87132,27
75271,27
32254,27
38257,27
18721,27
22810,27
54892,27
99859,27
69674,27
3046,27
39995,27
65482,27
27969,27
11494,27
73368,27
84527,27
21184,27
73205,27
12294,27
15247,27
98037,27
9501,27
12606,27
52178,27
79879,27
66155,27
2575,27
44655,27
45946,27
84692,27
58898,27
39151,27
5955,27
45886,27
1545,27
39848,27
15813,27
48214,27
96857,27
41130,27
30790,27
40172,27
68465,27
88867,27
33459,27
41647,27
5023,27
91891,27
2760,27
79726,27
37766,27
41498,27
4720,27
71849,27
50882,27
65229,27
20021,27
48183,27
22471,27
19069,27
77241,27
20238,27
96113,28
63089,28
84164,28
66477,28
9227,28
89700,28
66620,28
87001,28
13246,28
99896,28
68407,28
55266,28
3668,28
18856,28
73587,28
9184,28
36311,28
11872,28
74197,28
51321,28
87254,28
58433,28
79384,28
52678,28
2676,28
94620,28
31226,28
13827,28
86917,28
69163,28
30578,28
42526,28
70711,28
14727,28
92424,28
21483,28
87054,28
10141,28
88418,28
32473,28
39743,28
26135,28
73218,28
85225,28
60364,28
48248,28
14623,28
37484,28
84744,28
31142,28
77697,28
22868,28
29733,28
37134,28
95072,28
43640,28
75015,28
59496,28
71413,28
9910,28
61465,28
6146,28
86025,28
67686,28
21376,28
80817,28
91609,28
85741,29
34957,29
70530,29
5183,29
58744,29
18407,29
49405,29
7351,29
6635,29
76598,29
29518,29
70467,29
70561,29
50942,29
6123,29
37667,29
15187,29
64014,29
27788,29
73536,29
53104,29
77606,29
14985,29
76391,29
71918,29
99095,29
4405,29
42491,29
24467,29
16477,29
51458,29
75476,29
14306,29
55925,29
97119,29
90224,29
36784,29
73439,29
26215,29
87184,29
94596,29
39109,29
36193,29
74843,29
21710,29
76356,29
98646,29
66801,29
4257,29
30022,29
87734,29
12397,29
36939,29
66403,29
13279,29
32815,29
48309,29
83746,30
69536,30
91126,30
18715,30
79465,30
81887,30
96081,30
4344,30
66772,30
87128,30
48527,30
57853,30
19354,30
75791,30
5516,30
3511,30
14875,30
97197,30
32648,30
92696,30
10493,30
47603,30
46307,30
56522,30
83718,30
4963,30
32209,30
4183,30
94686,30
79693,30
12015,30
77183,30
54793,30
84384,30
65002,30
55370,30
56021,30
22788,30
94417,30
7156,30
5179,30
19259,30
38985,30
54712,30
18648,30
60350,30
12713,30
32598,30
49966,30
66319,30
73743,30
65755,30
92742,30
92,30
7862,30
4574,30
83552,30
85982,30
82587,30
9179,30
42798,30
65074,30
10176,30
8051,30
97508,30
41894,30
68211,30
2116,30
969,30
62044,30
3510,30
61576,30
88931,30
32922,30
15318,30
56131,30
81715,30
34955,30
17520,30
21114,30
26629,30
69466,30
25687,30
71520,31
75659,31
63488,31
4440,31
9833,31
88523,31
71177,31
33552,31
82924,31
70033,31
2782,31
9985,31
20885,31
74838,31
92956,31
4455,31
52274,31
54837,31
23966,31
83128,31
24983,31
57604,31
16737,31
76459,31
98772,31
83078,31
8553,31
50694,31
5539,31
84792,31
23998,31
36773,31
64011,31
49485,31
3265,31
56196,31
59472,31
47590,31
3045,31
63519,31
14447,31
21401,31
1382,31
26942,31
61518,31
53766,31
41926,31
35846,31
81592,31
41042,31
6911,31
69641,31
45079,31
10115,32
48141,32
76253,32
92718,32
57847,32
9460,32
34861,32
60443,32
7185,32
13642,32
16229,32
65287,32
57979,32
32263,32
34678,32
57896,32
21783,32
29837,32
2315,32
74371,32
44612,32
16117,32
36582,32
88684,32
90107,32
80088,32
43467,32
30674,32
19655,32
83829,32
840,32
59718,32
11275,32
95233,32
58398,32
29344,32
51985,32
87917,32
12600,32
37983,32
49198,32
31301,32
21964,32
94770,32
83460,32
83906,32
79157,32
60714,32
47412,32
64815,32
12037,32
51084,32
95246,32
91036,32
42146,32
81237,32
51402,32
59453,32
82528,32
40932,32
48486,32
27179,32
26335,32
14584,32
68064,32
37755,32
90801,32
10797,32
43578,32
92921,32
9642,32
14600,32
67846,32
35208,33
78480,33
32509,33
43879,33
33049,33
37652,33
3662,33
99851,33
15935,33
91722,33
61318,33
5740,33
94507,33
82589,33
18237,33
90740,33
96537,33
40,33
88552,33
79255,33
95707,33
12208,33
13459,33
90999,33
83459,33
15789,33
87711,33
25764,33
52541,33
68877,33
75854,33
95135,33
83512,33
73473,33
16502,33
8097,33
95148,33
44569,33
78440,33
48729,33
61270,33
80593,33
14380,33
39173,33
54908,33
72198,33
3145,33
3660,33
83993,33
13759,33
60855,33
59524,33
23389,33
65348,33
291,33
6337,33
7560,33
32099,33
81579,33
70240,33
32603,33
86099,33
35867,33
67687,33
49561,33
198,33
85996,33
16582,33
2644,33
95541,33
73616,33
76988,33
96846,33
78010,33
13942,33
73088,34
81206,34
71091,34
57925,34
3489,34
76944,34
69363,34
6965,34
32525,34
15580,34
37055,34
83108,34
41618,34
54743,34
88353,34
96662,34
37496,34
55488,34
56240,34
71172,34
70196,34
56531,34
39404,34
42564,34
98629,34
31564,34
83923,34
20642,34
19629,34
47250,34
79625,34
8418,34
80624,34
5572,34
78133,34
32514,34
31467,34
85515,34
10744,34
85619,34
97404,34
14861,34
19091,34
7849,34
92386,34
39170,34
47438,34
50178,34
69258,34
41657,34
17554,34
41204,34
87955,34
74408,34
31453,34
15219,34
6094,34
68258,34
96725,34
13787,34
16054,34
54790,34
79163,34
6994,34
75009,34
51323,34
42840,34
70060,34
27388,34
26148,34
1347,35
63120,35
1533,35
20680,35
64921,35
38713,35
93626,35
41101,35
24621,35
67335,35
50949,35
16245,35
22208,35
57355,35
46632,35
10048,35
31462,35
78180,35
74785,35
79053,35
33111,35
94252,35
83882,35
88710,35
19781,35
98291,35
3343,35
45753,35
57797,35
77746,35
28023,35
9657,35
87925,35
72919,35
91973,35
43634,35
34547,35
2060,35
27307,35
90177,35
62515,35
95499,35
7450,35
33535,35
58206,35
75186,35
36568,35
20168,35
89161,35
35540,35
3310,35
67465,35
54341,35
39498,35
34614,35
99507,35
63977,35
90489,35
9012,35
60722,35
1817,35
81303,35
17604,35
33572,35
16930,35
48473,35
21402,35
96043,35
71736,35
5233,35
73160,36
6396,36
84607,36
9975,36
76727,36
34622,36
94793,36
57174,36
83720,36
82340,36
37510,36
89002,36
28060,36
79965,36
58622,36
44617,36
10295,36
22878,36
55599,36
29470,36
32347,36
72855,36
50993,36
44386,36
30587,36
5326,36
97282,36
98679,36
38180,36
53222,36
72181,36
26430,36
13492,36
19190,36
98389,36
96152,36
14806,36
708,36
68888,36
91122,36
98349,36
56529,36
14745,36
78200,36
99584,36
10049,36
90562,36
74263,36
43464,36
88762,36
53499,36
84413,36
10318,36
7454,36
20714,36
35561,36
73636,36
72521,36
44188,37
3362,37
94500,37
16890,37
56177,37
46843,37
53427,37
5383,37
71387,37
54231,37
51979,37
95013,37
560,37
83112,37
90887,37
5375,37
26271,37
57290,37
58811,37
44320,37
8497,37
35772,37
34291,37
76872,37
25700,37
46076,37
3598,37
44078,37
68058,37
7764,37
32669,37
90046,37
57475,37
69389,37
66750,37
73803,37
56412,37
83417,37
33467,37
67170,37
2695,37
94513,37
42178,37
34860,37
80552,37
28784,37
24301,37
26199,37
41559,37
39114,37
57833,37
93853,37
14144,37
80894,37
81141,37
41438,37
91551,37
63656,37
69326,37
54181,37
93955,37
37416,37
16274,37
93780,37
37846,37
22841,37
22867,37
63451,37
72376,37
36387,37
97653,37
67967,37
77000,37
97172,37
80844,37
13394,37
79998,37
98634,37
11556,37
63291,37
16253,38
60850,38
70680,38
11588,38
59664,38
2173,38
39340,38
55130,38
70781,38
97910,38
54440,38
92978,38
61500,38
92352,38
83607,38
80417,38
15157,38
48541,38
86877,38
66917,38
41555,38
68645,38
79903,38
78106,38
37451,38
60996,38
62698,38
85218,38
22002,38
37364,38
18485,38
63514,38
53263,38
42488,38
89329,38
12264,38
64387,38
93778,38
34507,38
86785,38
92516,38
70804,38
69338,38
83089,38
52990,38
20876,38
13609,38
61216,38
52917,38
32913,38
32360,38
84505,38
93520,38
37170,38
45331,38
18488,38
15715,38
10415,38
69357,38
54151,38
4795,38
45353,38
9548,38
15224,38
21043,38
16884,38
10228,38
98117,38
17546,38
24746,38
58093,38
64210,38
2727,38
18560,38
85565,39
91592,39
33078,39
94036,39
1722,39
78547,39
96801,39
21172,39
8031,39
24236,39
96575,39
53671,39
53482,39
14782,39
67139,39
81527,39
28030,39
15087,39
74355,39
40071,39
56550,39
35341,39
94993,39
39148,39
5482,39
30198,39
11847,39
72333,39
38234,39
81690,39
43520,39
79195,39
4898,39
13918,39
2567,39
98279,39
32836,39
93353,39
13217,39
14439,39
58449,39
93213,39
15340,39
52229,39
96646,39
29375,39
58657,39
75068,39
3391,39
97808,39
13415,39
38104,39
28142,39
37263,39
25994,39
83360,39
39545,39
36907,39
17878,39
94591,39
8521,39
62842,39
52578,39
30001,39
83224,39
48321,39
2044,39
16622,39
72067,39
45405,39
11139,39
11051,40
63647,40
36651,40
33393,40
63544,40
54303,40
64270,40
5865,40
99733,40
92423,40
47780,40
16476,40
51676,40
45650,40
80966,40
82928,40
15916,40
36569,40
52214,40
91192,40
211,40
55933,40
79387,40
46046,40
71758,40
58938,40
37640,40
65867,40
52126,40
90579,40
40890,40
34980,40
68313,40
87019,40
98729,40
64239,40
65816,40
27315,40
67164,40
87136,40
66439,40
50918,40
95538,40
10763,40
30243,40
26034,40
42888,40
41072,40
39858,40
59912,40
64861,40
61865,40
44391,40
93829,40
61159,40
97636,40
29324,40
1021,40
26046,40
16106,40
1844,40
48969,40
48191,40
78993,40
37624,40
95017,40
92217,40
54767,40
59725,41
80674,41
47175,41
89519,41
20454,41
97198,41
78374,41
68512,41
61984,41
71114,41
86559,41
7214,41
93950,41
62213,41
36060,41
71485,41
34688,41
65325,41
83362,41
65625,41
99477,41
85446,41
49117,41
79286,41
81750,41
36238,41
90277,41
99642,41
27733,41
95334,41
99271,41
43451,41
36391,41
17273,41
40032,41
39258,41
36333,41
2279,41
18319,41
13,41
26571,41
62960,41
66263,41
34935,41
37679,41
52697,41
51129,41
11321,41
45632,41
43971,41
40261,41
42724,41
81620,41
10311,41
38722,41
